booking_id,customer_id,cab_company_name,cab_company_id,driver_id,allocated_vehicle_make_model,vehicle_type,vehicle_seat_capacity,vehicle_colour,cab_current_location_name,cab_current_latitude,cab_current_longitude,distance_from_stadium_km,distance_to_pickup_km,allocation_status,estimated_arrival_to_pickup_min,relative_position_to_pickup,pickup_date,pickup_location_name,pickup_time,pickup_latitude,pickup_longitude,pickup_time_parsed,pickup_datetime
BK04180085,CUST100085,BlueLine Cabs,CAB203,DRV240085,Toyota RAV4 Hybrid,SUV,4,White,Bardon Edge staging area,-27.458921,152.967568,4.11,3.68,Allocated,10,Same side / adjacent side,2026-04-18,Heussler Tce Pickup Bay,10:45 PM,-27.46542,153.00412,22:45:00,2026-04-18 22:45:00
BK04180086,CUST100086,EventLink Rides,CAB204,DRV240086,Kia Sorento,SUV,6,Black,Red Hill staging area,-27.458968,153.013681,1.01,0.55,Allocated,3,Same side / adjacent side,2026-04-18,Caxton St Pickup Point,09:50 PM,-27.4636,153.01159,21:50:00,2026-04-18 21:50:00
BK04180087,CUST100087,RiverCity Taxi Network,CAB202,DRV240087,Skoda Superb,Sedan,4,Black,Toowong staging area,-27.481354,152.989689,2.46,2.21,Allocated,6,Same side / adjacent side,2026-04-18,Cribb St Pickup Bay,11:10 PM,-27.46817,153.00639,23:10:00,2026-04-18 23:10:00
BK04180088,CUST100088,EventLink Rides,CAB204,DRV240088,Toyota Camry Hybrid,Sedan,4,White,Toowong staging area,-27.492695,152.99889,3.04,2.83,Allocated,8,Same side / adjacent side,2026-04-18,Cribb St Pickup Bay,10:25 PM,-27.46817,153.00639,22:25:00,2026-04-18 22:25:00
BK04180089,CUST100089,BlueLine Cabs,CAB203,DRV240089,Hyundai i30 Sedan,Sedan,4,White,Herston staging area,-27.449368,153.028303,2.76,2.29,Allocated,6,Same side / adjacent side,2026-04-18,Caxton St Pickup Point,11:35 PM,-27.4636,153.01159,23:35:00,2026-04-18 23:35:00
BK04180090,CUST100090,NightMove Cabs,CAB205,DRV240090,Toyota RAV4 Hybrid,SUV,4,Black,Bardon Edge staging area,-27.468251,152.97488,3.3,2.77,Allocated,8,Same side / adjacent side,2026-04-18,Baroona Rd Pickup Point,09:15 PM,-27.46849,153.00298,21:15:00,2026-04-18 21:15:00
BK04180091,CUST100091,CityLoop Taxi Service,CAB206,DRV240091,Kia Sorento,SUV,6,Black,Newmarket Edge staging area,-27.440986,152.987036,3.54,3.25,Allocated,11,Same side / adjacent side,2026-04-18,Given Tce Pickup Point,09:25 PM,-27.4649,153.00591,21:25:00,2026-04-18 21:25:00
BK04180092,CUST100092,BlueLine Cabs,CAB203,DRV240092,Hyundai i30 Sedan,Sedan,4,White,Bardon Edge staging area,-27.466572,152.997491,1.06,0.9,Allocated,3,Same side / adjacent side,2026-04-18,Cribb St Pickup Bay,10:25 PM,-27.46817,153.00639,22:25:00,2026-04-18 22:25:00
BK04180093,CUST100093,Metro Cabs Brisbane,CAB201,DRV240093,Kia Sorento,SUV,6,Silver,Herston staging area,-27.437565,153.0306,3.91,3.6,Allocated,10,Same side / adjacent side,2026-04-18,Petrie Tce Pickup Point,09:35 PM,-27.4657,153.0125,21:35:00,2026-04-18 21:35:00
BK04180094,CUST100094,EventLink Rides,CAB204,DRV240094,Hyundai Staria,Maxi Taxi,7,Grey,Spring Hill staging area,-27.458343,153.029144,2.26,2.5,Allocated,7,Opposite side of stadium precinct,2026-04-18,Cribb St Pickup Bay,10:15 PM,-27.46817,153.00639,22:15:00,2026-04-18 22:15:00
BK04180095,CUST100095,BlueLine Cabs,CAB203,DRV240095,Kia Sorento,SUV,6,Black,Toowong staging area,-27.483151,152.999963,2.01,1.66,Allocated,5,Same side / adjacent side,2026-04-18,Baroona Rd Pickup Point,10:35 PM,-27.46849,153.00298,22:35:00,2026-04-18 22:35:00
BK04180096,CUST100096,RiverCity Taxi Network,CAB202,DRV240096,Kia Carnival,Maxi Taxi,7,White,Kelvin Grove staging area,-27.449458,153.004616,1.94,1.72,Allocated,6,Same side / adjacent side,2026-04-18,Given Tce Pickup Point,10:15 PM,-27.4649,153.00591,22:15:00,2026-04-18 22:15:00
BK04180097,CUST100097,NightMove Cabs,CAB205,DRV240097,Skoda Superb,Sedan,4,Black,Bardon Edge staging area,-27.465513,152.995819,1.23,1.51,Allocated,4,Opposite side of stadium precinct,2026-04-18,Milton Rd Pickup Bay,10:25 PM,-27.46672,153.01109,22:25:00,2026-04-18 22:25:00
BK04180098,CUST100098,EventLink Rides,CAB204,DRV240098,Toyota Camry Hybrid,Sedan,4,Blue,Brisbane City staging area,-27.478541,153.040428,3.44,2.95,Allocated,9,Same side / adjacent side,2026-04-18,Upper Roma St Pickup Zone,10:30 PM,-27.4662,153.01391,22:30:00,2026-04-18 22:30:00
BK04180099,CUST100099,NightMove Cabs,CAB205,DRV240099,Kia Carnival,Maxi Taxi,7,Grey,Bardon Edge staging area,-27.46262,152.981234,2.7,3.1,Allocated,8,Opposite side of stadium precinct,2026-04-18,Petrie Tce Pickup Point,10:25 PM,-27.4657,153.0125,22:25:00,2026-04-18 22:25:00
BK04180100,CUST100100,BlueLine Cabs,CAB203,DRV240100,Kia Sorento,SUV,6,Blue,Kelvin Grove staging area,-27.456377,153.01586,1.36,0.91,Allocated,3,Same side / adjacent side,2026-04-18,Caxton St Pickup Point,11:40 PM,-27.4636,153.01159,23:40:00,2026-04-18 23:40:00
BK04180101,CUST100101,RiverCity Taxi Network,CAB202,DRV240101,Toyota Camry Hybrid,Sedan,4,Silver,Auchenflower staging area,-27.476368,152.999522,1.38,1.14,Allocated,4,Same side / adjacent side,2026-04-18,Cribb St Pickup Bay,09:20 PM,-27.46817,153.00639,21:20:00,2026-04-18 21:20:00
BK04180102,CUST100102,CityLoop Taxi Service,CAB206,DRV240102,Toyota Kluger,SUV,6,Blue,Newmarket Edge staging area,-27.43011,152.996338,4.23,3.98,Allocated,11,Same side / adjacent side,2026-04-18,Given Tce Pickup Point,09:25 PM,-27.4649,153.00591,21:25:00,2026-04-18 21:25:00
BK04180103,CUST100103,BlueLine Cabs,CAB203,DRV240103,Hyundai i30 Sedan,Sedan,4,Silver,Herston staging area,-27.44929,153.028307,2.76,2.53,Allocated,6,Same side / adjacent side,2026-04-18,Castlemaine St Pickup Zone,10:25 PM,-27.46392,153.00872,22:25:00,2026-04-18 22:25:00
BK04180104,CUST100104,EventLink Rides,CAB204,DRV240104,Toyota Kluger,SUV,6,Blue,Herston staging area,-27.452524,153.026855,2.41,1.95,Allocated,5,Same side / adjacent side,2026-04-18,Caxton St Pickup Point,10:30 PM,-27.4636,153.01159,22:30:00,2026-04-18 22:30:00
BK04180105,CUST100105,CityLoop Taxi Service,CAB206,DRV240105,Toyota HiAce Commuter,Wheelchair / Maxi Taxi,10,Grey,Kelvin Grove staging area,-27.455143,153.016202,1.5,1.04,Allocated,3,Same side / adjacent side,2026-04-18,Caxton St Pickup Point,10:00 PM,-27.4636,153.01159,22:00:00,2026-04-18 22:00:00
BK04180106,CUST100106,NightMove Cabs,CAB205,DRV240106,Skoda Superb,Sedan,4,Silver,Brisbane City staging area,-27.486736,153.043915,4.17,4.47,Allocated,13,Opposite side of stadium precinct,2026-04-18,Given Tce Pickup Point,11:10 PM,-27.4649,153.00591,23:10:00,2026-04-18 23:10:00
BK04180107,CUST100107,Metro Cabs Brisbane,CAB201,DRV240107,Hyundai i30 Sedan,Sedan,4,White,Milton staging area,-27.46798,153.001211,0.71,0.51,Allocated,3,Same side / adjacent side,2026-04-18,Cribb St Pickup Bay,10:50 PM,-27.46817,153.00639,22:50:00,2026-04-18 22:50:00
BK04180108,CUST100108,CityLoop Taxi Service,CAB206,DRV240108,Toyota Camry Hybrid,Sedan,4,Blue,Bardon Edge staging area,-27.468697,152.973548,3.43,3.22,Allocated,10,Same side / adjacent side,2026-04-18,Given Tce Pickup Point,10:00 PM,-27.4649,153.00591,22:00:00,2026-04-18 22:00:00
BK04180109,CUST100109,EventLink Rides,CAB204,DRV240109,Toyota Kluger,SUV,6,Grey,Herston staging area,-27.448579,153.035173,3.33,2.94,Allocated,10,Same side / adjacent side,2026-04-18,Petrie Tce Pickup Point,10:25 PM,-27.4657,153.0125,22:25:00,2026-04-18 22:25:00
BK04180110,CUST100110,RiverCity Taxi Network,CAB202,DRV240110,Toyota Camry Hybrid,Sedan,4,White,Spring Hill staging area,-27.458124,153.018239,1.37,1.14,Allocated,3,Same side / adjacent side,2026-04-18,Castlemaine St Pickup Zone,10:00 PM,-27.46392,153.00872,22:00:00,2026-04-18 22:00:00
BK04180111,CUST100111,CityLoop Taxi Service,CAB206,DRV240111,Hyundai i30 Sedan,Sedan,4,Grey,Toowong staging area,-27.482516,152.986655,2.77,2.24,Allocated,7,Same side / adjacent side,2026-04-18,Baroona Rd Pickup Point,09:15 PM,-27.46849,153.00298,21:15:00,2026-04-18 21:15:00
BK04180112,CUST100112,EventLink Rides,CAB204,DRV240112,Hyundai Staria,Maxi Taxi,7,Grey,Bardon Edge staging area,-27.465363,152.977253,3.06,2.65,Allocated,7,Same side / adjacent side,2026-04-18,Heussler Tce Pickup Bay,10:05 PM,-27.46542,153.00412,22:05:00,2026-04-18 22:05:00
BK04180113,CUST100113,RiverCity Taxi Network,CAB202,DRV240113,Toyota RAV4 Hybrid,SUV,4,Grey,Red Hill staging area,-27.457489,153.009022,1.02,1.66,Allocated,5,Opposite side of stadium precinct,2026-04-18,Park Rd Pickup Zone,10:05 PM,-27.47197,153.0051,22:05:00,2026-04-18 22:05:00
BK04180114,CUST100114,Metro Cabs Brisbane,CAB201,DRV240114,Hyundai i30 Sedan,Sedan,4,White,Brisbane City staging area,-27.471852,153.05421,4.57,4.29,Allocated,14,Same side / adjacent side,2026-04-18,Milton Rd Pickup Bay,10:05 PM,-27.46672,153.01109,22:05:00,2026-04-18 22:05:00
BK04180115,CUST100115,EventLink Rides,CAB204,DRV240115,Toyota HiAce Commuter,Wheelchair / Maxi Taxi,10,Silver,Petrie Terrace staging area,-27.464659,153.011996,0.43,0.25,Allocated,3,Same side / adjacent side,2026-04-18,Milton Rd Pickup Bay,11:30 PM,-27.46672,153.01109,23:30:00,2026-04-18 23:30:00
BK04180116,CUST100116,CityLoop Taxi Service,CAB206,DRV240116,Toyota RAV4 Hybrid,SUV,4,Black,Bardon Edge staging area,-27.446417,152.969176,4.46,4.04,Allocated,11,Same side / adjacent side,2026-04-18,Heussler Tce Pickup Bay,09:50 PM,-27.46542,153.00412,21:50:00,2026-04-18 21:50:00
BK04180117,CUST100117,CityLoop Taxi Service,CAB206,DRV240117,Hyundai Staria,Maxi Taxi,7,White,Paddington staging area,-27.449195,152.999628,2.12,1.85,Allocated,6,Same side / adjacent side,2026-04-18,Given Tce Pickup Point,10:45 PM,-27.4649,153.00591,22:45:00,2026-04-18 22:45:00
BK04180118,CUST100118,Metro Cabs Brisbane,CAB201,DRV240118,Toyota Kluger,SUV,6,Blue,Petrie Terrace staging area,-27.461236,153.014501,0.86,0.64,Allocated,3,Same side / adjacent side,2026-04-18,Castlemaine St Pickup Zone,11:00 PM,-27.46392,153.00872,23:00:00,2026-04-18 23:00:00
BK04180119,CUST100119,Metro Cabs Brisbane,CAB201,DRV240119,Toyota Kluger,SUV,6,Silver,Toowong staging area,-27.497802,152.996859,3.64,2.99,Allocated,9,Same side / adjacent side,2026-04-18,Park Rd Pickup Zone,10:30 PM,-27.47197,153.0051,22:30:00,2026-04-18 22:30:00
BK04180120,CUST100120,BlueLine Cabs,CAB203,DRV240120,Hyundai Staria,Maxi Taxi,7,Grey,Bardon Edge staging area,-27.473023,152.967559,4.08,4.35,Allocated,15,Opposite side of stadium precinct,2026-04-18,Milton Rd Pickup Bay,10:50 PM,-27.46672,153.01109,22:50:00,2026-04-18 22:50:00
BK04180121,CUST100121,NightMove Cabs,CAB205,DRV240121,Hyundai Staria,Maxi Taxi,7,White,Newmarket Edge staging area,-27.44684,153.00193,2.29,2.05,Allocated,6,Same side / adjacent side,2026-04-18,Given Tce Pickup Point,11:30 PM,-27.4649,153.00591,23:30:00,2026-04-18 23:30:00
BK04180122,CUST100122,Metro Cabs Brisbane,CAB201,DRV240122,Hyundai i30 Sedan,Sedan,4,Blue,Red Hill staging area,-27.458725,153.008069,0.88,0.58,Allocated,3,Same side / adjacent side,2026-04-18,Castlemaine St Pickup Zone,10:05 PM,-27.46392,153.00872,22:05:00,2026-04-18 22:05:00
BK04180123,CUST100123,Metro Cabs Brisbane,CAB201,DRV240123,Toyota Corolla Hybrid,Sedan,4,Grey,Brisbane City staging area,-27.466944,153.035197,2.66,2.38,Allocated,6,Same side / adjacent side,2026-04-18,Milton Rd Pickup Bay,10:45 PM,-27.46672,153.01109,22:45:00,2026-04-18 22:45:00
BK04180124,CUST100124,CityLoop Taxi Service,CAB206,DRV240124,Toyota Camry Hybrid,Sedan,4,Grey,Brisbane City staging area,-27.478496,153.029228,2.45,2.22,Allocated,8,Same side / adjacent side,2026-04-18,Milton Rd Pickup Bay,10:15 PM,-27.46672,153.01109,22:15:00,2026-04-18 22:15:00
BK04180125,CUST100125,NightMove Cabs,CAB205,DRV240125,Kia Carnival,Maxi Taxi,7,White,Paddington staging area,-27.459942,152.997245,1.32,1.02,Allocated,3,Same side / adjacent side,2026-04-18,Given Tce Pickup Point,09:40 PM,-27.4649,153.00591,21:40:00,2026-04-18 21:40:00
BK04180126,CUST100126,BlueLine Cabs,CAB203,DRV240126,Toyota Corolla Hybrid,Sedan,4,Grey,Auchenflower staging area,-27.475987,152.993561,1.79,2.19,Allocated,7,Opposite side of stadium precinct,2026-04-18,Petrie Tce Pickup Point,10:20 PM,-27.4657,153.0125,22:20:00,2026-04-18 22:20:00
BK04180127,CUST100127,EventLink Rides,CAB204,DRV240127,Toyota Camry Hybrid,Sedan,4,Silver,Toowong staging area,-27.501445,152.993147,4.15,4.45,Allocated,12,Opposite side of stadium precinct,2026-04-18,Castlemaine St Pickup Zone,10:10 PM,-27.46392,153.00872,22:10:00,2026-04-18 22:10:00
BK04180128,CUST100128,NightMove Cabs,CAB205,DRV240128,Toyota Camry Hybrid,Sedan,4,Blue,Bardon Edge staging area,-27.459855,152.970682,3.78,4.32,Allocated,12,Opposite side of stadium precinct,2026-04-18,Upper Roma St Pickup Zone,09:55 PM,-27.4662,153.01391,21:55:00,2026-04-18 21:55:00
BK04180129,CUST100129,EventLink Rides,CAB204,DRV240129,Hyundai Staria,Maxi Taxi,7,White,Bardon Edge staging area,-27.46492,152.965951,4.18,4.73,Allocated,18,Opposite side of stadium precinct,2026-04-18,Upper Roma St Pickup Zone,11:55 PM,-27.4662,153.01391,23:55:00,2026-04-18 23:55:00
BK04180130,CUST100130,BlueLine Cabs,CAB203,DRV240130,Toyota RAV4 Hybrid,SUV,4,Silver,Brisbane City staging area,-27.481344,153.042573,3.76,4.19,Allocated,11,Opposite side of stadium precinct,2026-04-18,Heussler Tce Pickup Bay,11:45 PM,-27.46542,153.00412,23:45:00,2026-04-18 23:45:00
BK04180131,CUST100131,Metro Cabs Brisbane,CAB201,DRV240131,Toyota Camry Hybrid,Sedan,4,Grey,Spring Hill staging area,-27.45796,153.018443,1.39,2.04,Allocated,6,Opposite side of stadium precinct,2026-04-18,Park Rd Pickup Zone,10:25 PM,-27.47197,153.0051,22:25:00,2026-04-18 22:25:00
BK04180132,CUST100132,Metro Cabs Brisbane,CAB201,DRV240132,Toyota Corolla Hybrid,Sedan,4,Silver,Brisbane City staging area,-27.476013,153.045932,3.86,4.14,Allocated,12,Opposite side of stadium precinct,2026-04-18,Given Tce Pickup Point,11:15 PM,-27.4649,153.00591,23:15:00,2026-04-18 23:15:00
BK04180133,CUST100133,EventLink Rides,CAB204,DRV240133,Hyundai Staria,Maxi Taxi,7,Blue,Brisbane City staging area,-27.483631,153.037592,3.46,3.76,Allocated,10,Opposite side of stadium precinct,2026-04-18,Given Tce Pickup Point,09:10 PM,-27.4649,153.00591,21:10:00,2026-04-18 21:10:00
BK04180134,CUST100134,NightMove Cabs,CAB205,DRV240134,Toyota RAV4 Hybrid,SUV,4,Grey,Paddington staging area,-27.463773,153.004761,0.47,0.19,Allocated,3,Same side / adjacent side,2026-04-18,Heussler Tce Pickup Bay,11:45 PM,-27.46542,153.00412,23:45:00,2026-04-18 23:45:00
BK04180135,CUST100135,RiverCity Taxi Network,CAB202,DRV240135,Kia Carnival,Maxi Taxi,7,Silver,Auchenflower staging area,-27.479295,152.997353,1.77,1.32,Allocated,4,Same side / adjacent side,2026-04-18,Baroona Rd Pickup Point,10:15 PM,-27.46849,153.00298,22:15:00,2026-04-18 22:15:00
BK04180136,CUST100136,BlueLine Cabs,CAB203,DRV240136,Kia Sorento,SUV,6,White,Roma Street staging area,-27.467343,153.019269,1.09,0.69,Allocated,3,Same side / adjacent side,2026-04-18,Petrie Tce Pickup Point,11:35 PM,-27.4657,153.0125,23:35:00,2026-04-18 23:35:00
BK04180137,CUST100137,Metro Cabs Brisbane,CAB201,DRV240137,Toyota Camry Hybrid,Sedan,4,Grey,Brisbane City staging area,-27.462483,153.033155,2.5,2.23,Allocated,7,Same side / adjacent side,2026-04-18,Milton Rd Pickup Bay,10:05 PM,-27.46672,153.01109,22:05:00,2026-04-18 22:05:00
BK04180138,CUST100138,EventLink Rides,CAB204,DRV240138,Toyota Camry Hybrid,Sedan,4,Blue,Toowong staging area,-27.477887,152.978923,3.15,2.92,Allocated,10,Same side / adjacent side,2026-04-18,Cribb St Pickup Bay,09:40 PM,-27.46817,153.00639,21:40:00,2026-04-18 21:40:00
BK04180139,CUST100139,NightMove Cabs,CAB205,DRV240139,Skoda Superb,Sedan,4,Black,Red Hill staging area,-27.458691,153.013643,1.03,1.7,Allocated,6,Opposite side of stadium precinct,2026-04-18,Park Rd Pickup Zone,10:15 PM,-27.47197,153.0051,22:15:00,2026-04-18 22:15:00
BK04180140,CUST100140,RiverCity Taxi Network,CAB202,DRV240140,Skoda Superb,Sedan,4,White,Newmarket Edge staging area,-27.438213,153.007871,3.16,2.85,Allocated,7,Same side / adjacent side,2026-04-18,Caxton St Pickup Point,11:00 PM,-27.4636,153.01159,23:00:00,2026-04-18 23:00:00
BK04180141,CUST100141,NightMove Cabs,CAB205,DRV240141,Kia Carnival,Maxi Taxi,7,White,Herston staging area,-27.44695,153.030176,3.08,2.61,Allocated,8,Same side / adjacent side,2026-04-18,Caxton St Pickup Point,09:00 PM,-27.4636,153.01159,21:00:00,2026-04-18 21:00:00
BK04180142,CUST100142,CityLoop Taxi Service,CAB206,DRV240142,Toyota Kluger,SUV,6,Silver,Toowong staging area,-27.481491,152.993644,2.19,2.66,Allocated,9,Opposite side of stadium precinct,2026-04-18,Caxton St Pickup Point,11:05 PM,-27.4636,153.01159,23:05:00,2026-04-18 23:05:00
BK04180143,CUST100143,BlueLine Cabs,CAB203,DRV240143,Toyota Corolla Hybrid,Sedan,4,White,Herston staging area,-27.442771,153.045863,4.56,4.16,Allocated,15,Same side / adjacent side,2026-04-18,Petrie Tce Pickup Point,10:45 PM,-27.4657,153.0125,22:45:00,2026-04-18 22:45:00
BK04180144,CUST100144,Metro Cabs Brisbane,CAB201,DRV240144,Toyota HiAce Commuter,Wheelchair / Maxi Taxi,10,Black,Toowong staging area,-27.502302,152.984884,4.59,4.16,Allocated,14,Same side / adjacent side,2026-04-18,Baroona Rd Pickup Point,11:50 PM,-27.46849,153.00298,23:50:00,2026-04-18 23:50:00
BK04180145,CUST100145,NightMove Cabs,CAB205,DRV240145,Hyundai Staria,Maxi Taxi,7,Silver,Kelvin Grove staging area,-27.453834,153.014858,1.56,2.23,Allocated,6,Opposite side of stadium precinct,2026-04-18,Park Rd Pickup Zone,09:00 PM,-27.47197,153.0051,21:00:00,2026-04-18 21:00:00
BK04180146,CUST100146,CityLoop Taxi Service,CAB206,DRV240146,Hyundai Staria,Maxi Taxi,7,Grey,Toowong staging area,-27.481474,152.968753,4.23,3.67,Allocated,11,Same side / adjacent side,2026-04-18,Baroona Rd Pickup Point,09:35 PM,-27.46849,153.00298,21:35:00,2026-04-18 21:35:00
BK04180147,CUST100147,BlueLine Cabs,CAB203,DRV240147,Toyota RAV4 Hybrid,SUV,4,White,Toowong staging area,-27.476089,152.981768,2.82,2.35,Allocated,6,Same side / adjacent side,2026-04-18,Park Rd Pickup Zone,11:30 PM,-27.47197,153.0051,23:30:00,2026-04-18 23:30:00
BK04180148,CUST100148,NightMove Cabs,CAB205,DRV240148,Kia Sorento,SUV,6,Grey,Petrie Terrace staging area,-27.463809,153.01296,0.56,0.28,Allocated,3,Same side / adjacent side,2026-04-18,Upper Roma St Pickup Zone,11:05 PM,-27.4662,153.01391,23:05:00,2026-04-18 23:05:00
BK04180149,CUST100149,BlueLine Cabs,CAB203,DRV240149,Toyota RAV4 Hybrid,SUV,4,Black,Brisbane City staging area,-27.455606,153.050633,4.36,3.81,Allocated,12,Same side / adjacent side,2026-04-18,Upper Roma St Pickup Zone,11:00 PM,-27.4662,153.01391,23:00:00,2026-04-18 23:00:00
BK04180150,CUST100150,BlueLine Cabs,CAB203,DRV240150,Toyota HiAce Commuter,Wheelchair / Maxi Taxi,10,Silver,Toowong staging area,-27.484251,153.000073,2.12,2.42,Allocated,8,Opposite side of stadium precinct,2026-04-18,Castlemaine St Pickup Zone,10:30 PM,-27.46392,153.00872,22:30:00,2026-04-18 22:30:00
BK04180151,CUST100151,Metro Cabs Brisbane,CAB201,DRV240151,Toyota Corolla Hybrid,Sedan,4,Black,Brisbane City staging area,-27.466959,153.021817,1.34,1.87,Allocated,5,Opposite side of stadium precinct,2026-04-18,Baroona Rd Pickup Point,10:30 PM,-27.46849,153.00298,22:30:00,2026-04-18 22:30:00
BK04180152,CUST100152,CityLoop Taxi Service,CAB206,DRV240152,Toyota Camry Hybrid,Sedan,4,Black,Paddington staging area,-27.447376,152.99698,2.41,2.17,Allocated,6,Same side / adjacent side,2026-04-18,Castlemaine St Pickup Zone,11:05 PM,-27.46392,153.00872,23:05:00,2026-04-18 23:05:00
BK04180153,CUST100153,BlueLine Cabs,CAB203,DRV240153,Kia Carnival,Maxi Taxi,7,Black,Brisbane City staging area,-27.468635,153.03277,2.43,1.88,Allocated,7,Same side / adjacent side,2026-04-18,Upper Roma St Pickup Zone,11:10 PM,-27.4662,153.01391,23:10:00,2026-04-18 23:10:00
BK04180154,CUST100154,EventLink Rides,CAB204,DRV240154,Kia Sorento,SUV,6,Silver,Spring Hill staging area,-27.464243,153.021508,1.33,1.72,Allocated,5,Opposite side of stadium precinct,2026-04-18,Heussler Tce Pickup Bay,09:10 PM,-27.46542,153.00412,21:10:00,2026-04-18 21:10:00
BK04180155,CUST100155,RiverCity Taxi Network,CAB202,DRV240155,Toyota Kluger,SUV,6,Grey,South Brisbane staging area,-27.477311,153.02459,2.0,2.3,Allocated,7,Opposite side of stadium precinct,2026-04-18,Given Tce Pickup Point,11:25 PM,-27.4649,153.00591,23:25:00,2026-04-18 23:25:00
BK04180156,CUST100156,EventLink Rides,CAB204,DRV240156,Toyota Kluger,SUV,6,Grey,Red Hill staging area,-27.452284,153.003813,1.66,1.38,Allocated,4,Same side / adjacent side,2026-04-18,Castlemaine St Pickup Zone,11:00 PM,-27.46392,153.00872,23:00:00,2026-04-18 23:00:00
BK04180157,CUST100157,EventLink Rides,CAB204,DRV240157,Kia Carnival,Maxi Taxi,7,Grey,South Brisbane staging area,-27.478677,153.016421,1.56,1.85,Allocated,5,Opposite side of stadium precinct,2026-04-18,Given Tce Pickup Point,10:10 PM,-27.4649,153.00591,22:10:00,2026-04-18 22:10:00
BK04180158,CUST100158,Metro Cabs Brisbane,CAB201,DRV240158,Toyota Camry Hybrid,Sedan,4,Blue,Milton staging area,-27.469205,153.000469,0.82,0.55,Allocated,3,Same side / adjacent side,2026-04-18,Park Rd Pickup Zone,11:35 PM,-27.47197,153.0051,23:35:00,2026-04-18 23:35:00
BK04180159,CUST100159,Metro Cabs Brisbane,CAB201,DRV240159,Toyota Kluger,SUV,6,Black,Herston staging area,-27.451258,153.025279,2.4,2.0,Allocated,7,Same side / adjacent side,2026-04-18,Upper Roma St Pickup Zone,09:05 PM,-27.4662,153.01391,21:05:00,2026-04-18 21:05:00
BK04180160,CUST100160,BlueLine Cabs,CAB203,DRV240160,Hyundai i30 Sedan,Sedan,4,White,Newmarket Edge staging area,-27.430102,153.015877,4.13,4.78,Allocated,13,Opposite side of stadium precinct,2026-04-18,Park Rd Pickup Zone,10:00 PM,-27.47197,153.0051,22:00:00,2026-04-18 22:00:00
BK04180161,CUST100161,EventLink Rides,CAB204,DRV240161,Toyota Camry Hybrid,Sedan,4,Black,Toowong staging area,-27.497549,152.990497,3.86,3.62,Allocated,11,Same side / adjacent side,2026-04-18,Cribb St Pickup Bay,09:55 PM,-27.46817,153.00639,21:55:00,2026-04-18 21:55:00
BK04180162,CUST100162,BlueLine Cabs,CAB203,DRV240162,Toyota RAV4 Hybrid,SUV,4,White,Toowong staging area,-27.494444,152.972838,4.67,5.14,Allocated,13,Opposite side of stadium precinct,2026-04-18,Caxton St Pickup Point,09:25 PM,-27.4636,153.01159,21:25:00,2026-04-18 21:25:00
BK04180163,CUST100163,CityLoop Taxi Service,CAB206,DRV240163,Hyundai Staria,Maxi Taxi,7,Black,West End staging area,-27.482699,153.002846,1.86,1.21,Allocated,4,Same side / adjacent side,2026-04-18,Park Rd Pickup Zone,10:55 PM,-27.47197,153.0051,22:55:00,2026-04-18 22:55:00
BK04180164,CUST100164,Metro Cabs Brisbane,CAB201,DRV240164,Hyundai i30 Sedan,Sedan,4,Black,Red Hill staging area,-27.453819,153.003629,1.5,1.25,Allocated,3,Same side / adjacent side,2026-04-18,Given Tce Pickup Point,10:30 PM,-27.4649,153.00591,22:30:00,2026-04-18 22:30:00
BK04180165,CUST100165,BlueLine Cabs,CAB203,DRV240165,Toyota RAV4 Hybrid,SUV,4,Grey,Brisbane City staging area,-27.473365,153.054047,4.58,4.3,Allocated,11,Same side / adjacent side,2026-04-18,Milton Rd Pickup Bay,10:05 PM,-27.46672,153.01109,22:05:00,2026-04-18 22:05:00
BK04180166,CUST100166,CityLoop Taxi Service,CAB206,DRV240166,Hyundai i30 Sedan,Sedan,4,Blue,West End staging area,-27.495904,153.008692,3.25,2.68,Allocated,9,Same side / adjacent side,2026-04-18,Park Rd Pickup Zone,11:35 PM,-27.47197,153.0051,23:35:00,2026-04-18 23:35:00
BK04180167,CUST100167,CityLoop Taxi Service,CAB206,DRV240167,Kia Carnival,Maxi Taxi,7,Blue,Bardon Edge staging area,-27.463857,152.977887,3.01,3.56,Allocated,11,Opposite side of stadium precinct,2026-04-18,Upper Roma St Pickup Zone,10:45 PM,-27.4662,153.01391,22:45:00,2026-04-18 22:45:00
BK04180168,CUST100168,Metro Cabs Brisbane,CAB201,DRV240168,Toyota Corolla Hybrid,Sedan,4,Black,Herston staging area,-27.446067,153.030805,3.19,3.84,Allocated,13,Opposite side of stadium precinct,2026-04-18,Park Rd Pickup Zone,11:15 PM,-27.47197,153.0051,23:15:00,2026-04-18 23:15:00
BK04180169,CUST100169,BlueLine Cabs,CAB203,DRV240169,Hyundai i30 Sedan,Sedan,4,White,Toowong staging area,-27.496306,153.005235,3.31,2.71,Allocated,9,Same side / adjacent side,2026-04-18,Park Rd Pickup Zone,10:40 PM,-27.47197,153.0051,22:40:00,2026-04-18 22:40:00
BK04180170,CUST100170,Metro Cabs Brisbane,CAB201,DRV240170,Hyundai i30 Sedan,Sedan,4,Silver,Auchenflower staging area,-27.474466,152.988963,2.09,1.62,Allocated,5,Same side / adjacent side,2026-04-18,Park Rd Pickup Zone,09:20 PM,-27.47197,153.0051,21:20:00,2026-04-18 21:20:00
