customer_id,booking_id,pickup_date,pickup_time,pickup_location_name,pickup_latitude,pickup_longitude,dropoff_suburb,dropoff_latitude,dropoff_longitude,number_of_people,kids_under_5,count_kids_under_5,accessible_vehicle_required,special_requirements,booking_channel,payment_method,cab_company_name,cab_company_id,pickup_time_parsed,pickup_datetime
CUST100103,BK04180103,2026-04-18,10:25 PM,Castlemaine St Pickup Zone,-27.46392,153.00872,South Brisbane,-27.4806,153.0207,2,0,0,0,Extra luggage,Event Kiosk,Card,BlueLine Cabs,CAB203,1900-01-01 22:25:00,2026-04-18 22:25:00
CUST100104,BK04180104,2026-04-18,10:30 PM,Caxton St Pickup Point,-27.4636,153.01159,Bardon,-27.4619,152.9793,3,0,0,0,Quiet ride preferred,App,Digital Wallet,EventLink Rides,CAB204,1900-01-01 22:30:00,2026-04-18 22:30:00
CUST100105,BK04180105,2026-04-18,10:00 PM,Caxton St Pickup Point,-27.4636,153.01159,Fairfield,-27.5076,153.0247,2,0,0,1,Extra luggage,App,Digital Wallet,CityLoop Taxi Service,CAB206,1900-01-01 22:00:00,2026-04-18 22:00:00
CUST100106,BK04180106,2026-04-18,11:10 PM,Given Tce Pickup Point,-27.4649,153.00591,Red Hill,-27.4527,153.0041,2,1,1,0,Booster seat requested,Web,Card,NightMove Cabs,CAB205,1900-01-01 23:10:00,2026-04-18 23:10:00
CUST100107,BK04180107,2026-04-18,10:50 PM,Cribb St Pickup Bay,-27.46817,153.00639,Clayfield,-27.4184,153.0589,2,0,0,0,Booster seat requested,Event Kiosk,Card,Metro Cabs Brisbane,CAB201,1900-01-01 22:50:00,2026-04-18 22:50:00
CUST100108,BK04180108,2026-04-18,10:00 PM,Given Tce Pickup Point,-27.4649,153.00591,Eight Mile Plains,-27.581,153.1008,4,0,0,0,None,App,Card,CityLoop Taxi Service,CAB206,1900-01-01 22:00:00,2026-04-18 22:00:00
CUST100109,BK04180109,2026-04-18,10:25 PM,Petrie Tce Pickup Point,-27.4657,153.0125,Wynnum,-27.4415,153.1701,3,0,0,0,Extra luggage,Event Kiosk,Digital Wallet,EventLink Rides,CAB204,1900-01-01 22:25:00,2026-04-18 22:25:00
CUST100110,BK04180110,2026-04-18,10:00 PM,Castlemaine St Pickup Zone,-27.46392,153.00872,Annerley,-27.5128,153.0311,2,0,0,0,Quiet ride preferred,Phone,Card,RiverCity Taxi Network,CAB202,1900-01-01 22:00:00,2026-04-18 22:00:00
CUST100111,BK04180111,2026-04-18,09:15 PM,Baroona Rd Pickup Point,-27.46849,153.00298,Brisbane City,-27.4698,153.0251,2,0,0,0,Pram/Stroller,Event Kiosk,Card,CityLoop Taxi Service,CAB206,1900-01-01 21:15:00,2026-04-18 21:15:00
CUST100112,BK04180112,2026-04-18,10:05 PM,Heussler Tce Pickup Bay,-27.46542,153.00412,Taringa,-27.4912,152.9805,2,0,0,0,Pram/Stroller,App,Cash,EventLink Rides,CAB204,1900-01-01 22:05:00,2026-04-18 22:05:00
CUST100113,BK04180113,2026-04-18,10:05 PM,Park Rd Pickup Zone,-27.47197,153.0051,Red Hill,-27.4527,153.0041,2,0,0,0,Pram/Stroller,Web,Digital Wallet,RiverCity Taxi Network,CAB202,1900-01-01 22:05:00,2026-04-18 22:05:00
CUST100114,BK04180114,2026-04-18,10:05 PM,Milton Rd Pickup Bay,-27.46672,153.01109,Kedron,-27.4025,153.0286,4,0,0,0,Pram/Stroller,App,Card,Metro Cabs Brisbane,CAB201,1900-01-01 22:05:00,2026-04-18 22:05:00
CUST100115,BK04180115,2026-04-18,11:30 PM,Milton Rd Pickup Bay,-27.46672,153.01109,Forest Lake,-27.6253,152.9689,6,0,0,0,Pram/Stroller,Phone,Digital Wallet,EventLink Rides,CAB204,1900-01-01 23:30:00,2026-04-18 23:30:00
CUST100116,BK04180116,2026-04-18,09:50 PM,Heussler Tce Pickup Bay,-27.46542,153.00412,Milton,-27.4707,153.0019,2,0,0,0,Pram/Stroller,Phone,Cash,CityLoop Taxi Service,CAB206,1900-01-01 21:50:00,2026-04-18 21:50:00
CUST100117,BK04180117,2026-04-18,10:45 PM,Given Tce Pickup Point,-27.4649,153.00591,Eagle Farm,-27.4337,153.0871,3,0,0,0,Booster seat requested,Event Kiosk,Digital Wallet,CityLoop Taxi Service,CAB206,1900-01-01 22:45:00,2026-04-18 22:45:00
CUST100118,BK04180118,2026-04-18,11:00 PM,Castlemaine St Pickup Zone,-27.46392,153.00872,Manly,-27.4536,153.1869,1,0,0,0,Pram/Stroller,App,Card,Metro Cabs Brisbane,CAB201,1900-01-01 23:00:00,2026-04-18 23:00:00
CUST100119,BK04180119,2026-04-18,10:30 PM,Park Rd Pickup Zone,-27.47197,153.0051,South Brisbane,-27.4806,153.0207,1,0,0,0,Wheelchair foldable,Event Kiosk,Card,Metro Cabs Brisbane,CAB201,1900-01-01 22:30:00,2026-04-18 22:30:00
CUST100120,BK04180120,2026-04-18,10:50 PM,Milton Rd Pickup Bay,-27.46672,153.01109,Bulimba,-27.4516,153.0578,5,0,0,0,Pram/Stroller,App,Cash,BlueLine Cabs,CAB203,1900-01-01 22:50:00,2026-04-18 22:50:00
CUST100121,BK04180121,2026-04-18,11:30 PM,Given Tce Pickup Point,-27.4649,153.00591,Chermside,-27.3847,153.0318,3,0,0,0,None,Web,Card,NightMove Cabs,CAB205,1900-01-01 23:30:00,2026-04-18 23:30:00
CUST100122,BK04180122,2026-04-18,10:05 PM,Castlemaine St Pickup Zone,-27.46392,153.00872,Milton,-27.4707,153.0019,3,0,0,0,Quiet ride preferred,Web,Cash,Metro Cabs Brisbane,CAB201,1900-01-01 22:05:00,2026-04-18 22:05:00
CUST100123,BK04180123,2026-04-18,10:45 PM,Milton Rd Pickup Bay,-27.46672,153.01109,Fairfield,-27.5076,153.0247,3,0,0,0,Extra luggage,Event Kiosk,Digital Wallet,Metro Cabs Brisbane,CAB201,1900-01-01 22:45:00,2026-04-18 22:45:00
CUST100124,BK04180124,2026-04-18,10:15 PM,Milton Rd Pickup Bay,-27.46672,153.01109,Newstead,-27.4432,153.0417,2,0,0,0,None,Phone,Card,CityLoop Taxi Service,CAB206,1900-01-01 22:15:00,2026-04-18 22:15:00
CUST100125,BK04180125,2026-04-18,09:40 PM,Given Tce Pickup Point,-27.4649,153.00591,Eagle Farm,-27.4337,153.0871,3,0,0,1,Extra luggage,Phone,Digital Wallet,NightMove Cabs,CAB205,1900-01-01 21:40:00,2026-04-18 21:40:00
CUST100126,BK04180126,2026-04-18,10:20 PM,Petrie Tce Pickup Point,-27.4657,153.0125,Woolloongabba,-27.4902,153.0344,2,0,0,0,Quiet ride preferred,Event Kiosk,Card,BlueLine Cabs,CAB203,1900-01-01 22:20:00,2026-04-18 22:20:00
CUST100127,BK04180127,2026-04-18,10:10 PM,Castlemaine St Pickup Zone,-27.46392,153.00872,Camp Hill,-27.4931,153.0767,2,0,0,0,Extra luggage,Web,Digital Wallet,EventLink Rides,CAB204,1900-01-01 22:10:00,2026-04-18 22:10:00
CUST100128,BK04180128,2026-04-18,09:55 PM,Upper Roma St Pickup Zone,-27.4662,153.01391,Yeronga,-27.5173,153.0166,2,0,0,0,None,Web,Cash,NightMove Cabs,CAB205,1900-01-01 21:55:00,2026-04-18 21:55:00
CUST100129,BK04180129,2026-04-18,11:55 PM,Upper Roma St Pickup Zone,-27.4662,153.01391,St Lucia,-27.4966,153.006,3,0,0,0,None,Event Kiosk,Cash,EventLink Rides,CAB204,1900-01-01 23:55:00,2026-04-18 23:55:00
CUST100130,BK04180130,2026-04-18,11:45 PM,Heussler Tce Pickup Bay,-27.46542,153.00412,Kelvin Grove,-27.4518,153.0132,3,0,0,0,Quiet ride preferred,Event Kiosk,Card,BlueLine Cabs,CAB203,1900-01-01 23:45:00,2026-04-18 23:45:00
CUST100131,BK04180131,2026-04-18,10:25 PM,Park Rd Pickup Zone,-27.47197,153.0051,Windsor,-27.4378,153.0287,4,0,0,0,Extra luggage,Phone,Digital Wallet,Metro Cabs Brisbane,CAB201,1900-01-01 22:25:00,2026-04-18 22:25:00
CUST100132,BK04180132,2026-04-18,11:15 PM,Given Tce Pickup Point,-27.4649,153.00591,Teneriffe,-27.4528,153.0466,2,0,0,0,Wheelchair foldable,App,Card,Metro Cabs Brisbane,CAB201,1900-01-01 23:15:00,2026-04-18 23:15:00
CUST100133,BK04180133,2026-04-18,09:10 PM,Given Tce Pickup Point,-27.4649,153.00591,Indooroopilly,-27.5008,152.9733,4,0,0,0,Quiet ride preferred,Web,Digital Wallet,EventLink Rides,CAB204,1900-01-01 21:10:00,2026-04-18 21:10:00
CUST100134,BK04180134,2026-04-18,11:45 PM,Heussler Tce Pickup Bay,-27.46542,153.00412,Yeronga,-27.5173,153.0166,2,0,0,0,Booster seat requested,Phone,Cash,NightMove Cabs,CAB205,1900-01-01 23:45:00,2026-04-18 23:45:00
CUST100135,BK04180135,2026-04-18,10:15 PM,Baroona Rd Pickup Point,-27.46849,153.00298,Newstead,-27.4432,153.0417,3,0,0,0,None,Web,Cash,RiverCity Taxi Network,CAB202,1900-01-01 22:15:00,2026-04-18 22:15:00
CUST100136,BK04180136,2026-04-18,11:35 PM,Petrie Tce Pickup Point,-27.4657,153.0125,Nundah,-27.4031,153.0606,2,0,0,0,None,Event Kiosk,Card,BlueLine Cabs,CAB203,1900-01-01 23:35:00,2026-04-18 23:35:00
CUST100137,BK04180137,2026-04-18,10:05 PM,Milton Rd Pickup Bay,-27.46672,153.01109,Bardon,-27.4619,152.9793,1,0,0,0,Wheelchair foldable,Phone,Card,Metro Cabs Brisbane,CAB201,1900-01-01 22:05:00,2026-04-18 22:05:00
CUST100138,BK04180138,2026-04-18,09:40 PM,Cribb St Pickup Bay,-27.46817,153.00639,Manly,-27.4536,153.1869,1,0,0,0,Pram/Stroller,Web,Digital Wallet,EventLink Rides,CAB204,1900-01-01 21:40:00,2026-04-18 21:40:00
CUST100139,BK04180139,2026-04-18,10:15 PM,Park Rd Pickup Zone,-27.47197,153.0051,Kelvin Grove,-27.4518,153.0132,3,0,0,0,None,Phone,Cash,NightMove Cabs,CAB205,1900-01-01 22:15:00,2026-04-18 22:15:00
CUST100140,BK04180140,2026-04-18,11:00 PM,Caxton St Pickup Point,-27.4636,153.01159,Norman Park,-27.4794,153.0607,1,0,0,0,Pram/Stroller,Web,Cash,RiverCity Taxi Network,CAB202,1900-01-01 23:00:00,2026-04-18 23:00:00
CUST100141,BK04180141,2026-04-18,09:00 PM,Caxton St Pickup Point,-27.4636,153.01159,Sunnybank,-27.5768,153.0567,5,0,0,0,Extra luggage,App,Cash,NightMove Cabs,CAB205,1900-01-01 21:00:00,2026-04-18 21:00:00
CUST100142,BK04180142,2026-04-18,11:05 PM,Caxton St Pickup Point,-27.4636,153.01159,Fairfield,-27.5076,153.0247,3,0,0,0,Extra luggage,App,Card,CityLoop Taxi Service,CAB206,1900-01-01 23:05:00,2026-04-18 23:05:00
CUST100143,BK04180143,2026-04-18,10:45 PM,Petrie Tce Pickup Point,-27.4657,153.0125,Woolloongabba,-27.4902,153.0344,1,0,0,0,None,Web,Card,BlueLine Cabs,CAB203,1900-01-01 22:45:00,2026-04-18 22:45:00
CUST100144,BK04180144,2026-04-18,11:50 PM,Baroona Rd Pickup Point,-27.46849,153.00298,Indooroopilly,-27.5008,152.9733,2,0,0,1,Extra luggage,Event Kiosk,Cash,Metro Cabs Brisbane,CAB201,1900-01-01 23:50:00,2026-04-18 23:50:00
CUST100145,BK04180145,2026-04-18,09:00 PM,Park Rd Pickup Zone,-27.47197,153.0051,Wynnum,-27.4415,153.1701,4,1,1,0,Booster seat requested,Web,Digital Wallet,NightMove Cabs,CAB205,1900-01-01 21:00:00,2026-04-18 21:00:00
CUST100146,BK04180146,2026-04-18,09:35 PM,Baroona Rd Pickup Point,-27.46849,153.00298,Moorooka,-27.5342,153.0247,2,1,1,0,Booster seat requested,Phone,Cash,CityLoop Taxi Service,CAB206,1900-01-01 21:35:00,2026-04-18 21:35:00
CUST100147,BK04180147,2026-04-18,11:30 PM,Park Rd Pickup Zone,-27.47197,153.0051,Kangaroo Point,-27.4768,153.0365,2,0,0,0,None,Web,Digital Wallet,BlueLine Cabs,CAB203,1900-01-01 23:30:00,2026-04-18 23:30:00
CUST100148,BK04180148,2026-04-18,11:05 PM,Upper Roma St Pickup Zone,-27.4662,153.01391,Brisbane City,-27.4698,153.0251,5,1,1,0,Wheelchair foldable,Event Kiosk,Cash,NightMove Cabs,CAB205,1900-01-01 23:05:00,2026-04-18 23:05:00
CUST100149,BK04180149,2026-04-18,11:00 PM,Upper Roma St Pickup Zone,-27.4662,153.01391,Red Hill,-27.4527,153.0041,3,0,0,0,None,Web,Card,BlueLine Cabs,CAB203,1900-01-01 23:00:00,2026-04-18 23:00:00
CUST100150,BK04180150,2026-04-18,10:30 PM,Castlemaine St Pickup Zone,-27.46392,153.00872,Mount Gravatt,-27.5346,153.0738,1,0,0,1,Booster seat requested,Phone,Card,BlueLine Cabs,CAB203,1900-01-01 22:30:00,2026-04-18 22:30:00
CUST100151,BK04180151,2026-04-18,10:30 PM,Baroona Rd Pickup Point,-27.46849,153.00298,Herston,-27.4448,153.0184,1,0,0,0,Extra luggage,Web,Digital Wallet,Metro Cabs Brisbane,CAB201,1900-01-01 22:30:00,2026-04-18 22:30:00
CUST100152,BK04180152,2026-04-18,11:05 PM,Castlemaine St Pickup Zone,-27.46392,153.00872,Albion,-27.4315,153.0422,2,1,1,0,None,Event Kiosk,Card,CityLoop Taxi Service,CAB206,1900-01-01 23:05:00,2026-04-18 23:05:00
CUST100153,BK04180153,2026-04-18,11:10 PM,Upper Roma St Pickup Zone,-27.4662,153.01391,Ascot,-27.4317,153.0659,6,1,1,0,Booster seat requested,Phone,Digital Wallet,BlueLine Cabs,CAB203,1900-01-01 23:10:00,2026-04-18 23:10:00
CUST100154,BK04180154,2026-04-18,09:10 PM,Heussler Tce Pickup Bay,-27.46542,153.00412,Ashgrove,-27.4454,152.9925,6,1,2,0,Booster seat requested,Phone,Cash,EventLink Rides,CAB204,1900-01-01 21:10:00,2026-04-18 21:10:00
CUST100155,BK04180155,2026-04-18,11:25 PM,Given Tce Pickup Point,-27.4649,153.00591,Fortitude Valley,-27.4574,153.0348,6,0,0,0,None,Event Kiosk,Cash,RiverCity Taxi Network,CAB202,1900-01-01 23:25:00,2026-04-18 23:25:00
CUST100156,BK04180156,2026-04-18,11:00 PM,Castlemaine St Pickup Zone,-27.46392,153.00872,Chermside,-27.3847,153.0318,3,0,0,0,Extra luggage,Phone,Digital Wallet,EventLink Rides,CAB204,1900-01-01 23:00:00,2026-04-18 23:00:00
CUST100157,BK04180157,2026-04-18,10:10 PM,Given Tce Pickup Point,-27.4649,153.00591,Yeronga,-27.5173,153.0166,2,0,0,0,Pram/Stroller,Phone,Card,EventLink Rides,CAB204,1900-01-01 22:10:00,2026-04-18 22:10:00
CUST100158,BK04180158,2026-04-18,11:35 PM,Park Rd Pickup Zone,-27.47197,153.0051,Clayfield,-27.4184,153.0589,1,0,0,0,None,Event Kiosk,Cash,Metro Cabs Brisbane,CAB201,1900-01-01 23:35:00,2026-04-18 23:35:00
CUST100159,BK04180159,2026-04-18,09:05 PM,Upper Roma St Pickup Zone,-27.4662,153.01391,Camp Hill,-27.4931,153.0767,2,0,0,0,Wheelchair foldable,App,Card,Metro Cabs Brisbane,CAB201,1900-01-01 21:05:00,2026-04-18 21:05:00
CUST100160,BK04180160,2026-04-18,10:00 PM,Park Rd Pickup Zone,-27.47197,153.0051,Moorooka,-27.5342,153.0247,2,0,0,0,None,Web,Digital Wallet,BlueLine Cabs,CAB203,1900-01-01 22:00:00,2026-04-18 22:00:00
CUST100161,BK04180161,2026-04-18,09:55 PM,Cribb St Pickup Bay,-27.46817,153.00639,Albion,-27.4315,153.0422,1,0,0,0,None,Web,Cash,EventLink Rides,CAB204,1900-01-01 21:55:00,2026-04-18 21:55:00
CUST100162,BK04180162,2026-04-18,09:25 PM,Caxton St Pickup Point,-27.4636,153.01159,Toowong,-27.4852,152.9923,1,0,0,0,None,Event Kiosk,Cash,BlueLine Cabs,CAB203,1900-01-01 21:25:00,2026-04-18 21:25:00
CUST100163,BK04180163,2026-04-18,10:55 PM,Park Rd Pickup Zone,-27.47197,153.0051,Morningside,-27.4671,153.0782,5,1,2,0,Pram/Stroller,App,Cash,CityLoop Taxi Service,CAB206,1900-01-01 22:55:00,2026-04-18 22:55:00
CUST100164,BK04180164,2026-04-18,10:30 PM,Given Tce Pickup Point,-27.4649,153.00591,Brisbane City,-27.4698,153.0251,1,0,0,0,Pram/Stroller,App,Digital Wallet,Metro Cabs Brisbane,CAB201,1900-01-01 22:30:00,2026-04-18 22:30:00
CUST100165,BK04180165,2026-04-18,10:05 PM,Milton Rd Pickup Bay,-27.46672,153.01109,Ascot,-27.4317,153.0659,4,1,1,0,Quiet ride preferred,Web,Card,BlueLine Cabs,CAB203,1900-01-01 22:05:00,2026-04-18 22:05:00
CUST100166,BK04180166,2026-04-18,11:35 PM,Park Rd Pickup Zone,-27.47197,153.0051,Annerley,-27.5128,153.0311,3,0,0,0,None,Event Kiosk,Cash,CityLoop Taxi Service,CAB206,1900-01-01 23:35:00,2026-04-18 23:35:00
CUST100167,BK04180167,2026-04-18,10:45 PM,Upper Roma St Pickup Zone,-27.4662,153.01391,Morningside,-27.4671,153.0782,6,0,0,0,None,Phone,Digital Wallet,CityLoop Taxi Service,CAB206,1900-01-01 22:45:00,2026-04-18 22:45:00
CUST100168,BK04180168,2026-04-18,11:15 PM,Park Rd Pickup Zone,-27.47197,153.0051,Kelvin Grove,-27.4518,153.0132,4,0,0,0,Quiet ride preferred,Web,Card,Metro Cabs Brisbane,CAB201,1900-01-01 23:15:00,2026-04-18 23:15:00
CUST100169,BK04180169,2026-04-18,10:40 PM,Park Rd Pickup Zone,-27.47197,153.0051,Kelvin Grove,-27.4518,153.0132,3,0,0,0,None,Event Kiosk,Cash,BlueLine Cabs,CAB203,1900-01-01 22:40:00,2026-04-18 22:40:00
CUST100170,BK04180170,2026-04-18,09:20 PM,Park Rd Pickup Zone,-27.47197,153.0051,Sunnybank,-27.5768,153.0567,3,1,1,0,Booster seat requested,Event Kiosk,Card,Metro Cabs Brisbane,CAB201,1900-01-01 21:20:00,2026-04-18 21:20:00
CUST100171,BK04180171,2026-04-18,10:25 PM,Petrie Tce Pickup Point,-27.4657,153.0125,Herston,-27.4448,153.0184,2,0,0,0,Wheelchair foldable,Phone,Card,EventLink Rides,CAB204,1900-01-01 22:25:00,2026-04-18 22:25:00
CUST100172,BK04180172,2026-04-18,10:45 PM,Given Tce Pickup Point,-27.4649,153.00591,St Lucia,-27.4966,153.006,2,0,0,0,None,Event Kiosk,Cash,Metro Cabs Brisbane,CAB201,1900-01-01 22:45:00,2026-04-18 22:45:00
CUST100173,BK04180173,2026-04-18,11:35 PM,Milton Rd Pickup Bay,-27.46672,153.01109,Camp Hill,-27.4931,153.0767,5,0,0,0,None,Event Kiosk,Card,Metro Cabs Brisbane,CAB201,1900-01-01 23:35:00,2026-04-18 23:35:00
CUST100174,BK04180174,2026-04-18,10:10 PM,Caxton St Pickup Point,-27.4636,153.01159,Yeronga,-27.5173,153.0166,5,1,1,0,Quiet ride preferred,Phone,Cash,NightMove Cabs,CAB205,1900-01-01 22:10:00,2026-04-18 22:10:00
CUST100175,BK04180175,2026-04-18,11:25 PM,Baroona Rd Pickup Point,-27.46849,153.00298,Ashgrove,-27.4454,152.9925,4,1,1,0,None,Event Kiosk,Digital Wallet,NightMove Cabs,CAB205,1900-01-01 23:25:00,2026-04-18 23:25:00
CUST100176,BK04180176,2026-04-18,11:25 PM,Park Rd Pickup Zone,-27.47197,153.0051,Brisbane City,-27.4698,153.0251,2,1,1,0,None,App,Digital Wallet,BlueLine Cabs,CAB203,1900-01-01 23:25:00,2026-04-18 23:25:00
CUST100177,BK04180177,2026-04-18,10:25 PM,Baroona Rd Pickup Point,-27.46849,153.00298,Norman Park,-27.4794,153.0607,1,0,0,0,Quiet ride preferred,Phone,Card,CityLoop Taxi Service,CAB206,1900-01-01 22:25:00,2026-04-18 22:25:00
CUST100178,BK04180178,2026-04-18,10:15 PM,Upper Roma St Pickup Zone,-27.4662,153.01391,Fortitude Valley,-27.4574,153.0348,2,0,0,0,Pram/Stroller,Event Kiosk,Cash,BlueLine Cabs,CAB203,1900-01-01 22:15:00,2026-04-18 22:15:00
CUST100179,BK04180179,2026-04-18,09:20 PM,Cribb St Pickup Bay,-27.46817,153.00639,Morningside,-27.4671,153.0782,2,1,1,0,Booster seat requested,Web,Card,EventLink Rides,CAB204,1900-01-01 21:20:00,2026-04-18 21:20:00
CUST100180,BK04180180,2026-04-18,11:25 PM,Baroona Rd Pickup Point,-27.46849,153.00298,South Brisbane,-27.4806,153.0207,2,0,0,0,Wheelchair foldable,Phone,Digital Wallet,EventLink Rides,CAB204,1900-01-01 23:25:00,2026-04-18 23:25:00
CUST100181,BK04180181,2026-04-18,10:10 PM,Cribb St Pickup Bay,-27.46817,153.00639,Norman Park,-27.4794,153.0607,3,0,0,0,Booster seat requested,Phone,Cash,Metro Cabs Brisbane,CAB201,1900-01-01 22:10:00,2026-04-18 22:10:00
CUST100182,BK04180182,2026-04-18,11:25 PM,Petrie Tce Pickup Point,-27.4657,153.0125,Moorooka,-27.5342,153.0247,1,0,0,0,Wheelchair foldable,Event Kiosk,Digital Wallet,BlueLine Cabs,CAB203,1900-01-01 23:25:00,2026-04-18 23:25:00
CUST100183,BK04180183,2026-04-18,10:05 PM,Petrie Tce Pickup Point,-27.4657,153.0125,Coorparoo,-27.4935,153.0589,4,0,0,0,None,Web,Cash,CityLoop Taxi Service,CAB206,1900-01-01 22:05:00,2026-04-18 22:05:00
CUST100184,BK04180184,2026-04-18,10:30 PM,Given Tce Pickup Point,-27.4649,153.00591,Kangaroo Point,-27.4768,153.0365,2,1,1,0,Booster seat requested,Event Kiosk,Cash,RiverCity Taxi Network,CAB202,1900-01-01 22:30:00,2026-04-18 22:30:00
CUST100185,BK04180185,2026-04-18,10:45 PM,Petrie Tce Pickup Point,-27.4657,153.0125,Wynnum,-27.4415,153.1701,1,0,0,0,None,App,Digital Wallet,BlueLine Cabs,CAB203,1900-01-01 22:45:00,2026-04-18 22:45:00
CUST100186,BK04180186,2026-04-18,10:15 PM,Park Rd Pickup Zone,-27.47197,153.0051,Chermside,-27.3847,153.0318,5,0,0,1,Pram/Stroller,App,Digital Wallet,CityLoop Taxi Service,CAB206,1900-01-01 22:15:00,2026-04-18 22:15:00
CUST100187,BK04180187,2026-04-18,11:00 PM,Cribb St Pickup Bay,-27.46817,153.00639,Ashgrove,-27.4454,152.9925,2,0,0,1,Wheelchair foldable,Phone,Digital Wallet,EventLink Rides,CAB204,1900-01-01 23:00:00,2026-04-18 23:00:00
CUST100188,BK04180188,2026-04-18,11:00 PM,Upper Roma St Pickup Zone,-27.4662,153.01391,Moorooka,-27.5342,153.0247,1,0,0,0,None,App,Digital Wallet,BlueLine Cabs,CAB203,1900-01-01 23:00:00,2026-04-18 23:00:00
CUST100189,BK04180189,2026-04-18,10:55 PM,Park Rd Pickup Zone,-27.47197,153.0051,Kedron,-27.4025,153.0286,2,0,0,0,None,App,Digital Wallet,RiverCity Taxi Network,CAB202,1900-01-01 22:55:00,2026-04-18 22:55:00
CUST100190,BK04180190,2026-04-18,09:55 PM,Milton Rd Pickup Bay,-27.46672,153.01109,Greenslopes,-27.509,153.0499,1,0,0,0,Pram/Stroller,Phone,Cash,NightMove Cabs,CAB205,1900-01-01 21:55:00,2026-04-18 21:55:00
CUST100191,BK04180191,2026-04-18,10:45 PM,Upper Roma St Pickup Zone,-27.4662,153.01391,South Brisbane,-27.4806,153.0207,1,0,0,0,None,Web,Card,NightMove Cabs,CAB205,1900-01-01 22:45:00,2026-04-18 22:45:00
CUST100192,BK04180192,2026-04-18,09:45 PM,Petrie Tce Pickup Point,-27.4657,153.0125,Brisbane City,-27.4698,153.0251,4,0,0,0,Quiet ride preferred,App,Card,CityLoop Taxi Service,CAB206,1900-01-01 21:45:00,2026-04-18 21:45:00
CUST100193,BK04180193,2026-04-18,10:45 PM,Park Rd Pickup Zone,-27.47197,153.0051,Camp Hill,-27.4931,153.0767,5,0,0,0,Booster seat requested,Web,Card,EventLink Rides,CAB204,1900-01-01 22:45:00,2026-04-18 22:45:00
CUST100194,BK04180194,2026-04-18,11:30 PM,Park Rd Pickup Zone,-27.47197,153.0051,Wynnum,-27.4415,153.1701,2,0,0,0,None,App,Digital Wallet,EventLink Rides,CAB204,1900-01-01 23:30:00,2026-04-18 23:30:00
CUST100195,BK04180195,2026-04-18,10:10 PM,Cribb St Pickup Bay,-27.46817,153.00639,Sunnybank,-27.5768,153.0567,3,0,0,0,Pram/Stroller,Event Kiosk,Card,EventLink Rides,CAB204,1900-01-01 22:10:00,2026-04-18 22:10:00
CUST100196,BK04180196,2026-04-18,11:15 PM,Upper Roma St Pickup Zone,-27.4662,153.01391,Fairfield,-27.5076,153.0247,6,0,0,0,Quiet ride preferred,App,Digital Wallet,EventLink Rides,CAB204,1900-01-01 23:15:00,2026-04-18 23:15:00
CUST100197,BK04180197,2026-04-18,10:35 PM,Park Rd Pickup Zone,-27.47197,153.0051,Brisbane City,-27.4698,153.0251,3,0,0,0,Wheelchair foldable,Event Kiosk,Digital Wallet,NightMove Cabs,CAB205,1900-01-01 22:35:00,2026-04-18 22:35:00
CUST100198,BK04180198,2026-04-18,10:30 PM,Milton Rd Pickup Bay,-27.46672,153.01109,Teneriffe,-27.4528,153.0466,4,0,0,0,Wheelchair foldable,App,Card,NightMove Cabs,CAB205,1900-01-01 22:30:00,2026-04-18 22:30:00
CUST100199,BK04180199,2026-04-18,11:20 PM,Given Tce Pickup Point,-27.4649,153.00591,Cleveland,-27.5274,153.2643,2,0,0,0,None,App,Digital Wallet,CityLoop Taxi Service,CAB206,1900-01-01 23:20:00,2026-04-18 23:20:00
CUST100200,BK04180200,2026-04-18,09:40 PM,Given Tce Pickup Point,-27.4649,153.00591,Clayfield,-27.4184,153.0589,4,1,1,0,None,Phone,Cash,RiverCity Taxi Network,CAB202,1900-01-01 21:40:00,2026-04-18 21:40:00
CUST100201,BK04180201,2026-04-18,11:05 PM,Baroona Rd Pickup Point,-27.46849,153.00298,Sunnybank,-27.5768,153.0567,4,0,0,0,Extra luggage,Web,Card,CityLoop Taxi Service,CAB206,1900-01-01 23:05:00,2026-04-18 23:05:00
CUST100202,BK04180202,2026-04-18,11:15 PM,Cribb St Pickup Bay,-27.46817,153.00639,Albion,-27.4315,153.0422,3,1,1,0,Wheelchair foldable,App,Card,EventLink Rides,CAB204,1900-01-01 23:15:00,2026-04-18 23:15:00
CUST100203,BK04180203,2026-04-18,10:45 PM,Upper Roma St Pickup Zone,-27.4662,153.01391,Manly,-27.4536,153.1869,3,0,0,0,Pram/Stroller,Event Kiosk,Card,CityLoop Taxi Service,CAB206,1900-01-01 22:45:00,2026-04-18 22:45:00
CUST100204,BK04180204,2026-04-18,11:00 PM,Upper Roma St Pickup Zone,-27.4662,153.01391,Spring Hill,-27.4616,153.0257,4,1,1,0,Pram/Stroller,Phone,Cash,CityLoop Taxi Service,CAB206,1900-01-01 23:00:00,2026-04-18 23:00:00
CUST100205,BK04180205,2026-04-18,10:10 PM,Park Rd Pickup Zone,-27.47197,153.0051,Brisbane City,-27.4698,153.0251,2,0,0,0,Wheelchair foldable,Web,Card,Metro Cabs Brisbane,CAB201,1900-01-01 22:10:00,2026-04-18 22:10:00
